;;;;;Recepcion;;;;;Balanza;;;;;Darsena 1;;;;Darsena 2
Evento;Camion;Dia;Reloj;Tiempo prox llegada;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Estado;Camion;Prox fin atencion;Cola
Fin atencion Recepcion;1951;18;12hs 16min 14s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1940;0hs 1min 18s;Ocupado;1941;0hs 0min 49s;9
Llega camion;1952;18;12hs 17min 36s;0hs 7min 28s;Libre; - ;0hs 0min 0s;1;Ocupado;1951;0hs 4min 27s;0;Ocupado;1943;0hs 16min 0s;Ocupado;1942;0hs 16min 15s;7
Fin atencion Recepcion;1952;18;12hs 21min 41s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;1951;0hs 0min 22s;1;Ocupado;1943;0hs 11min 55s;Ocupado;1942;0hs 12min 10s;7
Fin atencion Balanza;1951;18;12hs 22min 3s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;1952;..hs ..min ..s;0;Ocupado;1943;0hs 11min 33s;Ocupado;1942;0hs 11min 48s;8
Llega camion;1953;18;12hs 25min 5s;0hs 7min 7s;Libre; - ;0hs 0min 0s;1;Ocupado;1952;0hs 3min 21s;0;Ocupado;1943;0hs 8min 31s;Ocupado;1942;0hs 8min 46s;8
Fin atencion Balanza;1952;18;12hs 28min 26s;0hs 0min 0s;Ocupado;1953;0hs 0min 26s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1943;0hs 5min 10s;Ocupado;1942;0hs 5min 25s;9
Fin atencion Recepcion;1953;18;12hs 28min 53s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1943;0hs 4min 43s;Ocupado;1942;0hs 4min 58s;10
Llega camion;1954;18;12hs 32min 13s;0hs 7min 25s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1943;0hs 1min 23s;Ocupado;1942;0hs 1min 38s;10
Fin atencion Recepcion;1954;18;12hs 37min 28s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1944;0hs 20min 51s;Ocupado;1945;0hs 12min 17s;8
Llega camion;1955;18;12hs 39min 39s;0hs 7min 37s;Libre; - ;0hs 0min 0s;1;Ocupado;1954;0hs 4min 22s;0;Ocupado;1944;0hs 18min 40s;Ocupado;1945;0hs 10min 6s;8
Fin atencion Balanza;1954;18;12hs 44min 1s;0hs 0min 0s;Ocupado;1955;0hs 0min 15s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1944;0hs 14min 18s;Ocupado;1945;0hs 5min 44s;9
Fin atencion Recepcion;1955;18;12hs 44min 17s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1944;0hs 14min 2s;Ocupado;1945;0hs 5min 28s;10
Llega camion;1956;18;12hs 47min 17s;0hs 7min 11s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1944;0hs 11min 2s;Ocupado;1945;0hs 2min 28s;10
Fin atencion Recepcion;1956;18;12hs 53min 7s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1944;0hs 5min 12s;Ocupado;1946;0hs 15min 16s;9
Llega camion;1957;18;12hs 54min 29s;0hs 7min 25s;Libre; - ;0hs 0min 0s;1;Ocupado;1956;0hs 5min 8s;0;Ocupado;1944;0hs 3min 50s;Ocupado;1946;0hs 13min 54s;9
Fin atencion Balanza;1956;18;12hs 59min 37s;0hs 0min 0s;Ocupado;1957;0hs 0min 57s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1948;0hs 15min 44s;Ocupado;1946;0hs 8min 46s;9
Fin atencion Recepcion;1957;18;13hs 0min 35s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1948;0hs 14min 46s;Ocupado;1946;0hs 7min 48s;9
Llega camion;1958;18;13hs 1min 55s;0hs 7min 31s;Libre; - ;0hs 0min 0s;1;Ocupado;1957;0hs 4min 50s;0;Ocupado;1948;0hs 13min 26s;Ocupado;1946;0hs 6min 28s;9
Fin atencion Balanza;1957;18;13hs 6min 45s;0hs 0min 0s;Ocupado;1958;0hs 1min 33s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1948;0hs 8min 36s;Ocupado;1946;0hs 1min 38s;10
Fin atencion Recepcion;1958;18;13hs 8min 19s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1948;0hs 7min 2s;Ocupado;1946;0hs 0min 4s;10
Llega camion;1959;18;13hs 9min 27s;0hs 7min 33s;Libre; - ;0hs 0min 0s;1;Ocupado;1958;0hs 4min 8s;0;Ocupado;1948;0hs 5min 54s;Ocupado;1947;0hs 15min 6s;9
Fin atencion Balanza;1958;18;13hs 13min 35s;0hs 0min 0s;Ocupado;1959;0hs 2min 36s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1948;0hs 1min 46s;Ocupado;1947;0hs 10min 58s;10
Fin atencion Recepcion;1959;18;13hs 16min 12s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1949;0hs 16min 44s;Ocupado;1947;0hs 8min 21s;10
Llega camion;1960;18;13hs 17min 1s;0hs 7min 16s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1949;0hs 15min 55s;Ocupado;1947;0hs 7min 32s;10
Fin atencion Recepcion;1960;18;13hs 23min 58s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1949;0hs 8min 58s;Ocupado;1947;0hs 0min 35s;10
Llega camion;1961;18;13hs 24min 18s;0hs 7min 20s;Libre; - ;0hs 0min 0s;1;Ocupado;1960;0hs 5min 42s;0;Ocupado;1949;0hs 8min 38s;Ocupado;1947;0hs 0min 15s;10
Fin atencion Recepcion;1961;18;13hs 29min 31s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;1960;0hs 0min 29s;0;Ocupado;1949;0hs 3min 25s;Ocupado;1950;0hs 10min 5s;10
Fin atencion Balanza;1960;18;13hs 30min 0s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1949;0hs 2min 56s;Ocupado;1950;0hs 9min 36s;11
Llega camion;1962;18;13hs 31min 39s;0hs 7min 29s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1949;0hs 1min 17s;Ocupado;1950;0hs 7min 57s;11
Fin atencion Recepcion;1962;18;13hs 37min 44s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1951;0hs 11min 54s;Ocupado;1950;0hs 1min 52s;10
Llega camion;1963;18;13hs 39min 9s;0hs 7min 56s;Libre; - ;0hs 0min 0s;1;Ocupado;1962;0hs 5min 1s;0;Ocupado;1951;0hs 10min 29s;Ocupado;1950;0hs 0min 27s;10
Fin atencion Recepcion;1963;18;13hs 42min 54s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;1962;0hs 1min 16s;1;Ocupado;1951;0hs 6min 44s;Ocupado;1952;0hs 15min 56s;9
Fin atencion Balanza;1962;18;13hs 44min 10s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;1963;..hs ..min ..s;0;Ocupado;1951;0hs 5min 28s;Ocupado;1952;0hs 14min 40s;10
Llega camion;1964;18;13hs 47min 6s;0hs 7min 50s;Libre; - ;0hs 0min 0s;1;Ocupado;1963;0hs 3min 15s;0;Ocupado;1951;0hs 2min 32s;Ocupado;1952;0hs 11min 44s;10
Fin atencion Balanza;1963;18;13hs 50min 21s;0hs 0min 0s;Ocupado;1964;0hs 2min 20s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1953;0hs 16min 4s;Ocupado;1952;0hs 8min 29s;10
Fin atencion Recepcion;1964;18;13hs 52min 42s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1953;0hs 13min 43s;Ocupado;1952;0hs 6min 8s;10
Llega camion;1965;18;13hs 54min 57s;0hs 7min 5s;Libre; - ;0hs 0min 0s;1;Ocupado;1964;0hs 4min 29s;0;Ocupado;1953;0hs 11min 28s;Ocupado;1952;0hs 3min 53s;10
Fin atencion Balanza;1964;18;13hs 59min 26s;0hs 0min 0s;Ocupado;1965;0hs 1min 55s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1953;0hs 6min 59s;Ocupado;1954;0hs 24min 40s;10
Fin atencion Recepcion;1965;18;14hs 1min 22s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1953;0hs 5min 3s;Ocupado;1954;0hs 22min 44s;11
Llega camion;1966;18;14hs 2min 3s;0hs 7min 28s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1953;0hs 4min 22s;Ocupado;1954;0hs 22min 3s;11
Fin atencion Recepcion;1966;18;14hs 6min 14s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1953;0hs 0min 11s;Ocupado;1954;0hs 17min 52s;12
Llega camion;1967;18;14hs 9min 32s;0hs 7min 58s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1955;0hs 13min 8s;Ocupado;1954;0hs 14min 34s;11
Fin atencion Recepcion;1967;18;14hs 12min 35s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1955;0hs 10min 5s;Ocupado;1954;0hs 11min 31s;11
Llega camion;1968;18;14hs 17min 31s;0hs 7min 28s;Libre; - ;0hs 0min 0s;1;Ocupado;1967;0hs 0min 52s;0;Ocupado;1955;0hs 5min 9s;Ocupado;1954;0hs 6min 35s;11
Fin atencion Balanza;1967;18;14hs 18min 23s;0hs 0min 0s;Ocupado;1968;0hs 5min 1s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1955;0hs 4min 17s;Ocupado;1954;0hs 5min 43s;12
Fin atencion Recepcion;1968;18;14hs 23min 25s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1956;0hs 16min 28s;Ocupado;1954;0hs 0min 41s;11
Llega camion;1969;18;14hs 25min 0s;0hs 7min 44s;Libre; - ;0hs 0min 0s;1;Ocupado;1968;0hs 3min 52s;0;Ocupado;1956;0hs 14min 53s;Ocupado;1957;0hs 18min 3s;10
Fin atencion Recepcion;1969;18;14hs 28min 47s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;1968;0hs 0min 5s;1;Ocupado;1956;0hs 11min 6s;Ocupado;1957;0hs 14min 16s;10
Fin atencion Balanza;1968;18;14hs 28min 52s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;1969;..hs ..min ..s;0;Ocupado;1956;0hs 11min 1s;Ocupado;1957;0hs 14min 11s;11
Llega camion;1970;18;14hs 32min 45s;0hs 7min 41s;Libre; - ;0hs 0min 0s;1;Ocupado;1969;0hs 1min 9s;0;Ocupado;1956;0hs 7min 8s;Ocupado;1957;0hs 10min 18s;11
Fin atencion Balanza;1969;18;14hs 33min 54s;0hs 0min 0s;Ocupado;1970;0hs 4min 36s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1956;0hs 5min 59s;Ocupado;1957;0hs 9min 9s;12
Fin atencion Recepcion;1970;18;14hs 38min 31s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1956;0hs 1min 22s;Ocupado;1957;0hs 4min 32s;13
Llega camion;1971;18;14hs 40min 27s;0hs 7min 46s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1958;0hs 15min 22s;Ocupado;1957;0hs 2min 36s;12
Fin atencion Recepcion;1971;18;14hs 46min 19s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1958;0hs 9min 30s;Ocupado;1959;0hs 15min 27s;12
Llega camion;1972;18;14hs 48min 14s;0hs 7min 54s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1958;0hs 7min 35s;Ocupado;1959;0hs 13min 32s;12
Fin atencion Recepcion;1972;18;14hs 51min 35s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1958;0hs 4min 14s;Ocupado;1959;0hs 10min 11s;13
Llega camion;1973;18;14hs 56min 9s;0hs 7min 34s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1961;0hs 15min 17s;Ocupado;1959;0hs 5min 37s;12
Fin atencion Recepcion;1973;18;15hs 1min 45s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1961;0hs 9min 41s;Ocupado;1959;0hs 0min 1s;12
Llega camion;1974;18;15hs 3min 44s;0hs 7min 8s;Libre; - ;0hs 0min 0s;1;Ocupado;1973;0hs 4min 56s;0;Ocupado;1961;0hs 7min 42s;Ocupado;1960;0hs 16min 5s;11
Fin atencion Recepcion;1974;18;15hs 8min 1s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;1973;0hs 0min 39s;1;Ocupado;1961;0hs 3min 25s;Ocupado;1960;0hs 11min 48s;11
Fin atencion Balanza;1973;18;15hs 8min 40s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;1974;..hs ..min ..s;0;Ocupado;1961;0hs 2min 46s;Ocupado;1960;0hs 11min 9s;12
Llega camion;1975;18;15hs 10min 53s;0hs 7min 53s;Libre; - ;0hs 0min 0s;1;Ocupado;1974;0hs 4min 39s;0;Ocupado;1961;0hs 0min 33s;Ocupado;1960;0hs 8min 56s;12
Fin atencion Balanza;1974;18;15hs 15min 32s;0hs 0min 0s;Ocupado;1975;0hs 0min 20s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1962;0hs 12min 37s;Ocupado;1960;0hs 4min 17s;12
Fin atencion Recepcion;1975;18;15hs 15min 53s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1962;0hs 12min 16s;Ocupado;1960;0hs 3min 56s;12
Llega camion;1976;18;15hs 18min 47s;0hs 7min 21s;Libre; - ;0hs 0min 0s;1;Ocupado;1975;0hs 3min 22s;0;Ocupado;1962;0hs 9min 22s;Ocupado;1960;0hs 1min 2s;12
Fin atencion Balanza;1975;18;15hs 22min 9s;0hs 0min 0s;Ocupado;1976;0hs 0min 56s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1962;0hs 6min 0s;Ocupado;1963;0hs 14min 30s;12
Fin atencion Recepcion;1976;18;15hs 23min 6s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1962;0hs 5min 3s;Ocupado;1963;0hs 13min 33s;13
Llega camion;1977;18;15hs 26min 9s;0hs 7min 55s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1962;0hs 2min 0s;Ocupado;1963;0hs 10min 30s;13
Fin atencion Recepcion;1977;18;15hs 32min 51s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1964;0hs 15min 0s;Ocupado;1963;0hs 3min 48s;12
Llega camion;1978;18;15hs 34min 5s;0hs 7min 53s;Libre; - ;0hs 0min 0s;1;Ocupado;1977;0hs 4min 24s;0;Ocupado;1964;0hs 13min 46s;Ocupado;1963;0hs 2min 34s;12
Fin atencion Balanza;1977;18;15hs 38min 29s;0hs 0min 0s;Ocupado;1978;0hs 0min 19s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1964;0hs 9min 22s;Ocupado;1965;0hs 16min 45s;12
Fin atencion Recepcion;1978;18;15hs 38min 49s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1964;0hs 9min 2s;Ocupado;1965;0hs 16min 25s;12
Llega camion;1979;18;15hs 41min 59s;0hs 7min 50s;Libre; - ;0hs 0min 0s;1;Ocupado;1978;0hs 2min 24s;0;Ocupado;1964;0hs 5min 52s;Ocupado;1965;0hs 13min 15s;12
Fin atencion Balanza;1978;18;15hs 44min 23s;0hs 0min 0s;Ocupado;1979;0hs 3min 23s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1964;0hs 3min 28s;Ocupado;1965;0hs 10min 51s;13
Fin atencion Recepcion;1979;18;15hs 47min 47s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1964;0hs 0min 4s;Ocupado;1965;0hs 7min 27s;13
Llega camion;1980;18;15hs 49min 50s;0hs 7min 0s;Libre; - ;0hs 0min 0s;1;Ocupado;1979;0hs 4min 25s;0;Ocupado;1966;0hs 15min 10s;Ocupado;1965;0hs 5min 24s;12
Fin atencion Balanza;1979;18;15hs 54min 15s;0hs 0min 0s;Ocupado;1980;0hs 2min 35s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1966;0hs 10min 45s;Ocupado;1965;0hs 0min 59s;13
Llega camion;1981;18;15hs 56min 51s;0hs 7min 51s;Ocupado;1980;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1966;0hs 8min 9s;Ocupado;1967;0hs 14min 59s;12
Fin atencion Recepcion;1980;18;15hs 56min 51s;0hs 7min 51s;Ocupado;1981;0hs 6min 42s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1966;0hs 8min 9s;Ocupado;1967;0hs 14min 59s;13
Fin atencion Recepcion;1981;18;16hs 3min 34s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1966;0hs 1min 26s;Ocupado;1967;0hs 8min 16s;13
Llega camion;1982;18;16hs 4min 43s;0hs 7min 5s;Libre; - ;0hs 0min 0s;1;Ocupado;1981;0hs 5min 36s;0;Ocupado;1966;0hs 0min 17s;Ocupado;1967;0hs 7min 7s;13
Fin atencion Recepcion;1982;18;16hs 8min 42s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;1981;0hs 1min 37s;1;Ocupado;1968;0hs 13min 34s;Ocupado;1967;0hs 3min 8s;12
Fin atencion Balanza;1981;18;16hs 10min 19s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;1982;..hs ..min ..s;0;Ocupado;1968;0hs 11min 57s;Ocupado;1967;0hs 1min 31s;13
Llega camion;1983;18;16hs 11min 49s;0hs 7min 13s;Libre; - ;0hs 0min 0s;1;Ocupado;1982;0hs 5min 16s;0;Ocupado;1968;0hs 10min 27s;Ocupado;1967;0hs 0min 1s;13
Fin atencion Recepcion;1983;18;16hs 16min 4s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;1982;0hs 1min 1s;1;Ocupado;1968;0hs 6min 12s;Ocupado;1969;0hs 15min 14s;12
Fin atencion Balanza;1982;18;16hs 17min 5s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;1983;..hs ..min ..s;0;Ocupado;1968;0hs 5min 11s;Ocupado;1969;0hs 14min 13s;13
Llega camion;1984;18;16hs 19min 3s;0hs 7min 14s;Libre; - ;0hs 0min 0s;1;Ocupado;1983;0hs 3min 53s;0;Ocupado;1968;0hs 3min 13s;Ocupado;1969;0hs 12min 15s;13
Fin atencion Balanza;1983;18;16hs 22min 56s;0hs 0min 0s;Ocupado;1984;0hs 2min 26s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1970;0hs 14min 33s;Ocupado;1969;0hs 8min 22s;13
Fin atencion Recepcion;1984;18;16hs 25min 23s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1970;0hs 12min 6s;Ocupado;1969;0hs 5min 55s;13
Llega camion;1985;18;16hs 26min 18s;0hs 7min 55s;Libre; - ;0hs 0min 0s;1;Ocupado;1984;0hs 4min 11s;0;Ocupado;1970;0hs 11min 11s;Ocupado;1969;0hs 5min 0s;13
Fin atencion Balanza;1984;18;16hs 30min 29s;0hs 0min 0s;Ocupado;1985;0hs 2min 19s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1970;0hs 7min 0s;Ocupado;1969;0hs 0min 49s;14
Fin atencion Recepcion;1985;18;16hs 32min 49s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1970;0hs 4min 40s;Ocupado;1971;0hs 18min 9s;14
Llega camion;1986;18;16hs 34min 14s;0hs 7min 48s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1970;0hs 3min 15s;Ocupado;1971;0hs 16min 44s;14
Fin atencion Recepcion;1986;18;16hs 41min 4s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1972;0hs 12min 43s;Ocupado;1971;0hs 9min 54s;14
Llega camion;1987;18;16hs 42min 3s;0hs 7min 42s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1972;0hs 11min 44s;Ocupado;1971;0hs 8min 55s;14
Fin atencion Recepcion;1987;18;16hs 45min 11s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1972;0hs 8min 36s;Ocupado;1971;0hs 5min 47s;14
Llega camion;1988;18;16hs 49min 46s;0hs 7min 33s;Libre; - ;0hs 0min 0s;1;Ocupado;1987;0hs 0min 39s;0;Ocupado;1972;0hs 4min 1s;Ocupado;1971;0hs 1min 12s;14
Fin atencion Balanza;1987;18;16hs 50min 25s;0hs 0min 0s;Ocupado;1988;0hs 5min 17s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1972;0hs 3min 22s;Ocupado;1971;0hs 0min 33s;15
Fin atencion Recepcion;1988;18;16hs 55min 43s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1974;0hs 23min 45s;Ocupado;1973;0hs 13min 45s;13
Llega camion;1989;18;16hs 57min 20s;0hs 7min 0s;Libre; - ;0hs 0min 0s;1;Ocupado;1988;0hs 5min 18s;0;Ocupado;1974;0hs 22min 8s;Ocupado;1973;0hs 12min 8s;13
Fin atencion Balanza;1988;18;17hs 2min 38s;0hs 0min 0s;Ocupado;1989;0hs 0min 41s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1974;0hs 16min 50s;Ocupado;1973;0hs 6min 50s;14
Fin atencion Recepcion;1989;18;17hs 3min 20s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1974;0hs 16min 8s;Ocupado;1973;0hs 6min 8s;14
Llega camion;1990;18;17hs 4min 21s;0hs 7min 12s;Libre; - ;0hs 0min 0s;1;Ocupado;1989;0hs 5min 41s;0;Ocupado;1974;0hs 15min 7s;Ocupado;1973;0hs 5min 7s;14
Fin atencion Recepcion;1990;18;17hs 9min 19s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;1989;0hs 0min 43s;0;Ocupado;1974;0hs 10min 9s;Ocupado;1973;0hs 0min 9s;15
Fin atencion Balanza;1989;18;17hs 10min 2s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1974;0hs 9min 26s;Ocupado;1975;0hs 17min 43s;15
Llega camion;1991;18;17hs 11min 34s;0hs 7min 37s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1974;0hs 7min 54s;Ocupado;1975;0hs 16min 11s;15
Fin atencion Recepcion;1991;18;17hs 16min 43s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;1974;0hs 2min 45s;Ocupado;1975;0hs 11min 2s;16
Llega camion;1992;18;17hs 19min 12s;0hs 7min 39s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;1974;0hs 0min 16s;Ocupado;1975;0hs 8min 33s;16
Fin atencion Recepcion;1992;18;17hs 23min 26s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1976;0hs 11min 10s;Ocupado;1975;0hs 4min 19s;15
Llega camion;1993;18;17hs 26min 52s;0hs 7min 12s;Libre; - ;0hs 0min 0s;1;Ocupado;1992;0hs 2min 48s;0;Ocupado;1976;0hs 7min 44s;Ocupado;1975;0hs 0min 53s;15
Fin atencion Balanza;1992;18;17hs 29min 40s;0hs 0min 0s;Ocupado;1993;0hs 1min 36s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1976;0hs 4min 56s;Ocupado;1977;0hs 16min 53s;15
Fin atencion Recepcion;1993;18;17hs 31min 17s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1976;0hs 3min 19s;Ocupado;1977;0hs 15min 16s;15
Llega camion;1994;18;17hs 34min 5s;0hs 7min 6s;Libre; - ;0hs 0min 0s;1;Ocupado;1993;0hs 2min 55s;0;Ocupado;1976;0hs 0min 31s;Ocupado;1977;0hs 12min 28s;15
Fin atencion Balanza;1993;18;17hs 37min 0s;0hs 0min 0s;Ocupado;1994;0hs 3min 30s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1978;0hs 14min 11s;Ocupado;1977;0hs 9min 33s;15
Fin atencion Recepcion;1994;18;17hs 40min 31s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1978;0hs 10min 40s;Ocupado;1977;0hs 6min 2s;15
Llega camion;1995;18;17hs 41min 12s;0hs 7min 49s;Libre; - ;0hs 0min 0s;1;Ocupado;1994;0hs 5min 8s;0;Ocupado;1978;0hs 9min 59s;Ocupado;1977;0hs 5min 21s;15
Fin atencion Recepcion;1995;18;17hs 44min 41s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;1994;0hs 1min 39s;1;Ocupado;1978;0hs 6min 30s;Ocupado;1977;0hs 1min 52s;15
Fin atencion Balanza;1994;18;17hs 46min 20s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;1995;..hs ..min ..s;0;Ocupado;1978;0hs 4min 51s;Ocupado;1977;0hs 0min 13s;16
Llega camion;1996;18;17hs 49min 2s;0hs 7min 3s;Libre; - ;0hs 0min 0s;1;Ocupado;1995;0hs 3min 25s;0;Ocupado;1978;0hs 2min 9s;Ocupado;1979;0hs 16min 51s;15
Fin atencion Balanza;1995;18;17hs 52min 27s;0hs 0min 0s;Ocupado;1996;0hs 0min 12s;0;Libre; - ;..hs ..min ..s;0;Ocupado;1980;0hs 15min 36s;Ocupado;1979;0hs 13min 26s;15
Fin atencion Recepcion;1996;18;17hs 52min 40s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;1980;0hs 15min 23s;Ocupado;1979;0hs 13min 13s;15
